date,ercot_mean,ercot_daily,ercot_max,ercot_min,ercot_std,ercot_range,ercot_load_factor,ercot_peak_ratio
2021-03-31,37850.03041666666,908400.7299999999,41180.96,32546.84,2774.741307156209,8634.119999999999,0.9191148146295439,1.0880033528814976
2021-04-01,36149.93541666667,867598.4500000001,39385.7,31065.84,2738.975068358012,8319.859999999997,0.9178441773706363,1.0895095536420103
2021-04-02,35701.10583333334,856826.5400000002,38220.45,31427.71,2297.540612986202,6792.739999999998,0.9340838695863953,1.0705676787275984
2021-04-03,34242.215416666666,821813.1699999999,36541.66,30521.03,2148.8904458225984,6020.630000000005,0.9370733408571659,1.0671523309853992
2021-04-04,33900.84666666667,813620.3200000001,38157.47,29425.6,2825.3390963820484,8731.870000000003,0.888445870930821,1.125560974190025
2021-04-05,37878.94166666666,909094.5999999999,43883.57,29897.98,5018.659493363495,13985.59,0.8631691010249772,1.15852154440253
2021-04-06,40723.37541666667,977361.01,48025.39,31901.98,5725.6935339747115,16123.41,0.8479551215860334,1.1793076951166692
2021-04-07,41240.28333333333,989766.8,47620.17,34080.76,4474.674822038849,13539.409999999996,0.8660255377780746,1.1547003597210979
2021-04-08,41024.66166666667,984591.88,51162.86,30897.34,7051.256745188216,20265.52,0.8018445737135622,1.2471244836997843
2021-04-09,43607.76,1.0465862400000001e6,52800.13,34243.34,6377.787687923987,18556.79,0.8259025119824517,1.2107966563749204
2021-04-10,38277.527500000004,918660.6600000001,43654.59,32854.74,3478.0186764996574,10799.849999999999,0.8768270988228273,1.140475700788145
2021-04-11,38013.05333333334,912313.28,47454.56,30772.51,5856.7335604685695,16682.05,0.8010411082377191,1.2483753826317203
2021-04-12,42180.07625,1.01232183e6,52485.66,32128.8,7080.458785259864,20356.860000000004,0.8036495349396386,1.2443234974000315
2021-04-13,42167.268333333326,1.0120144399999998e6,48964.44,34431.66,4890.120066491359,14532.779999999999,0.8611814682927718,1.1611954469740573
2021-04-14,41243.03458333333,989832.8299999998,46883.2,33986.21,4315.410110338125,12896.989999999998,0.879697516025641,1.1367543749786517
2021-04-15,38521.51124999999,924516.2699999998,41177.65,33067.48,2789.2488314649886,8110.169999999998,0.9354956208040038,1.068952091021611
2021-04-16,38341.57541666666,920197.8099999998,42001.19,31968.69,3666.278375130242,10032.500000000004,0.9128687881621129,1.0954476842321546
2021-04-17,35463.95750000001,851134.9800000002,38158.66,31806.31,1927.5200087141711,6352.350000000002,0.9293816266084818,1.075984258102046
2021-04-18,34429.93541666667,826318.4500000001,37383.34,31448.49,1713.0088133405577,5934.849999999995,0.9209967706648648,1.085780137185609
2021-04-19,36537.652916666666,876903.6699999999,39913.1,30365.22,3417.0013578377516,9547.879999999997,0.9154300947976145,1.0923827015115584
2021-04-20,37830.10833333333,907922.6,43054.75,30758.5,4212.158283486618,12296.25,0.8786512134743165,1.1381080281512985
2021-04-21,37648.30375,903559.29,40764.81,32577.46,2698.905461794228,8187.3499999999985,0.923549103994352,1.0827794598846967
2021-04-22,37175.16666666668,892204.0000000002,39783.35,31630.81,3024.017729121405,8152.539999999997,0.9344403290991503,1.0701592909244968
2021-04-23,38610.519583333335,926652.4700000001,42824.97,31724.82,4138.099513839529,11100.150000000001,0.9015889464331985,1.1091529060511758
2021-04-24,38740.58333333333,929773.9999999999,45115.83,32097.36,4620.835926733215,13018.470000000001,0.8586915797256379,1.1645624850770189
2021-04-25,38836.30249999999,932071.2599999998,47978.85,31043.81,6172.7778356589315,16935.039999999997,0.8094462976915868,1.235412408274449
2021-04-26,42167.56958333333,1.0120216699999999e6,50755.55,32779.67,6325.534338095206,17975.880000000005,0.8307972149515339,1.2036631587147735
2021-04-27,42647.70666666667,1.0235449600000001e6,47356.91,35140.02,4440.306295249448,12216.890000000007,0.9005593199950476,1.110421021466414
2021-04-28,44951.06541666667,1.07882557e6,52259.41,35942.26,5939.211976879103,16317.150000000001,0.8601525623168472,1.1625844574670212
2021-04-29,42595.28958333333,1.02228695e6,46858.3,35956.67,3708.8626524518254,10901.630000000005,0.9090233658355794,1.1000817334115438
2021-04-30,38936.700000000004,934480.8,41545.47,34088.31,2522.7167954151273,7457.1600000000035,0.9372068723738113,1.0670002850780882
2021-05-01,36973.08458333334,887354.03,40430.86,31614.75,3361.712441537961,8816.11,0.9144768274366001,1.0935214212077224
2021-05-02,40855.25125000001,980526.0300000003,51725.31,31675.05,7544.369549051458,20050.26,0.7898502928256981,1.2660627071776969
2021-05-03,47974.962083333325,1.1513990899999999e6,61215.93,36135.65,8854.578560493794,25080.28,0.78370061654431,1.275997464962388
2021-05-04,43731.70791666666,1.0495609899999998e6,50121.05,36770.78,4292.973411275868,13350.270000000004,0.8725217830964566,1.146103191201876
2021-05-05,40332.86291666667,967988.7100000001,49097.18,32035.51,5663.499923657194,17061.670000000002,0.8214904179153807,1.2172996521829267
2021-05-06,41815.93583333334,1.0035824600000001e6,52589.38,31568.75,7230.743816459606,21020.629999999997,0.7951403084298263,1.2576396761657231
2021-05-07,43096.13166666666,1.0343071599999999e6,53986.62,32548.66,7370.173441073836,21437.960000000003,0.7982743069795194,1.252702224356641
2021-05-08,43998.60666666667,1.05596656e6,54302.37,33723.0,7661.075534289168,20579.370000000003,0.8102520510001067,1.2341838552160214
2021-05-09,45794.88541666668,1.0990772500000002e6,53929.53,37648.43,5933.246592420492,16281.099999999999,0.8491615895162943,1.1776321637082376
2021-05-10,44841.66541666668,1.0761999700000002e6,51720.86,36775.13,5170.64394052405,14945.730000000003,0.8669938090098788,1.1534107736501793
2021-05-11,42920.12208333333,1.0300829299999998e6,50284.34,34972.46,5169.872303721092,15311.879999999997,0.8535484821583287,1.1715796125269253
2021-05-12,37986.556666666664,911677.36,41408.64,31851.63,3204.722364390274,9557.009999999998,0.9173582292648748,1.090086694705241
2021-05-13,38598.54125,926364.9900000001,44011.89,31361.4,4514.485093120965,12650.489999999998,0.8770025838472286,1.140247495752187
2021-05-14,40809.99,979439.7599999999,49317.9,32074.01,5952.088049391101,17243.890000000003,0.827488396707889,1.2084761598814409
2021-05-15,40183.539583333324,964404.9499999998,46475.62,32509.63,5143.560631569365,13965.990000000002,0.8646154603926386,1.156583528527099
2021-05-16,39484.20083333333,947620.82,45091.55,33016.85,4478.949112176744,12074.700000000004,0.8756452336043743,1.1420150097588613
2021-05-17,43438.05125000001,1.0425132300000003e6,51310.19,34203.92,6080.712643861745,17106.270000000004,0.8465774780798904,1.1812267936398273
2021-05-18,41201.049166666664,988825.1799999999,46944.53,33044.24,4989.239571963993,13900.29,0.8776538856958769,1.1394013247114116
2021-05-19,39496.36833333333,947912.84,44928.27,32274.14,4377.597248713605,12654.129999999997,0.8790983568549008,1.1375291424473162
