date,north_mean,north_daily,north_max,north_min,north_std,north_range,north_load_factor,north_peak_ratio
2021-05-29,697.2333333333335,16733.600000000002,858.23,561.12,106.80166195851756,297.11,0.8124084841281864,1.2309078739781036
2021-05-30,660.1037499999999,15842.489999999996,770.88,555.93,75.0823295840031,214.95000000000005,0.856298970008302,1.1678164227971741
2021-05-31,642.9191666666667,15430.060000000001,697.78,571.24,47.62919126066416,126.53999999999996,0.921378037012621,1.0853308412280962
2021-06-01,681.9483333333334,16366.76,779.51,552.84,80.5462403336373,226.66999999999996,0.8748423154716852,1.1430631352815095
2021-06-02,719.9633333333333,17279.12,860.46,565.93,105.4799411661089,294.5300000000001,0.8367191192307989,1.1951441971581889
2021-06-03,759.7479166666666,18233.949999999997,947.99,564.08,140.28090842799693,383.90999999999997,0.8014303069301011,1.24776913395068
2021-06-04,784.2495833333334,18821.99,976.53,600.25,134.41594336332884,376.28,0.8030983004447722,1.2451775821791424
2021-06-05,739.9854166666668,17759.65,870.02,616.75,91.97285738450782,253.26999999999998,0.8505383975847299,1.1757258729761002
2021-06-06,768.6329166666666,18447.19,966.7,590.57,140.13084380954592,376.13,0.7951100824109513,1.2576874851942221
2021-06-07,773.6241666666666,18566.98,898.82,636.15,83.65166912322461,262.6700000000001,0.8607108950253294,1.1618303030433599
2021-06-08,878.8620833333333,21092.69,1121.2,646.82,178.59726620380005,474.38,0.7838584403615174,1.2757405527697037
2021-06-09,960.7299999999999,23057.519999999997,1166.42,748.56,158.03645374736638,417.8600000000001,0.8236570017660876,1.2140976132732404
2021-06-10,985.4383333333332,23650.519999999997,1207.6,751.99,170.55932184042786,455.6099999999999,0.8160304184608589,1.2254445145392154
2021-06-11,982.0983333333332,23570.359999999997,1213.58,753.01,168.21856526985738,460.56999999999994,0.8092571839790812,1.235701109359382
2021-06-12,932.5012500000001,22380.030000000002,1170.23,721.07,158.30721253893594,449.15999999999997,0.7968529690744556,1.2549366555808905
2021-06-13,943.505,22644.12,1207.42,699.06,186.23762369151103,508.3600000000001,0.7814223716685162,1.2797176485551216
2021-06-14,983.5166666666668,23604.4,1232.71,721.29,193.3267842319043,511.4200000000001,0.7978491832358517,1.2533697107318973
2021-06-15,989.2604166666665,23742.249999999996,1255.45,717.93,201.7650836876168,537.5200000000001,0.7879727720472074,1.269079383798924
2021-06-16,1002.8758333333334,24069.02,1288.9,722.06,213.94043760531488,566.8400000000001,0.7780866113223162,1.2852039675898728
2021-06-17,1012.3245833333332,24295.789999999997,1276.23,737.02,199.94098614078425,539.21,0.7932148463312515,1.2606924903450354
2021-06-18,1009.6612500000001,24231.870000000003,1267.5,759.7,183.89964976944924,507.79999999999995,0.7965769230769232,1.2553715416928202
2021-06-19,951.5687499999999,22837.649999999998,1214.64,695.68,185.6878205439699,518.9600000000002,0.7834162797207401,1.2764605815396945
2021-06-20,963.9283333333336,23134.280000000006,1214.67,704.44,186.036183102074,510.23,0.7935721910752168,1.2601248018092628
2021-06-21,870.9970833333332,20903.929999999997,991.72,750.78,68.7757544158624,240.94000000000005,0.8782691519111575,1.1386031239101932
2021-06-22,807.3737499999999,19376.969999999998,1041.49,603.09,157.20731117007912,438.4,0.7752102756627522,1.2899725808524245
2021-06-23,963.6208333333334,23126.9,1247.47,700.12,206.7669703863594,547.35,0.772460125961613,1.2945652032914052
2021-06-24,1052.6175,25262.820000000003,1290.57,821.7,172.37251655366492,468.8699999999999,0.8156221669494875,1.2260578985243926
2021-06-25,1056.9304166666664,25366.329999999994,1281.84,840.53,162.14154308958274,441.30999999999995,0.8245416094572383,1.212795071261787
2021-06-26,968.3558333333332,23240.539999999997,1132.35,798.07,111.76623935762053,334.27999999999986,0.855173606511532,1.1693532077998188
2021-06-27,883.5783333333333,21205.879999999997,1067.84,709.31,124.31887913806545,358.53,0.8274444985515933,1.2085402727922634
2021-06-28,862.0441666666667,20689.06,1070.73,693.36,124.76437593970158,377.37,0.8050994804167872,1.2420825305741294
2021-06-29,860.2425000000002,20645.820000000003,1027.24,682.94,130.53432492943227,344.29999999999995,0.837430882753787,1.1941283998407424
2021-06-30,938.9633333333335,22535.120000000003,1194.86,707.65,176.76648060836266,487.2099999999999,0.7858354395773007,1.2725310537507675
2021-07-01,974.2625000000002,23382.300000000003,1256.36,735.82,184.6496009543717,520.5399999999998,0.7754644369448249,1.2895497876598963
2021-07-02,871.1679166666664,20908.029999999995,1047.51,714.06,111.91337200978913,333.45000000000005,0.8316559428231391,1.2024203141089813
2021-07-03,833.0995833333333,19994.39,1008.1,692.96,108.32260579355444,315.14,0.8264056971861257,1.210059421667778
2021-07-04,823.84625,19772.31,1038.7,630.06,148.4037611093905,408.6400000000001,0.7931512948878406,1.2607935036422149
2021-07-05,866.4300000000002,20794.320000000003,1104.06,651.06,169.92538331765553,453.0,0.7847671322210752,1.2742633565319756
2021-07-06,929.4191666666669,22306.060000000005,1144.87,700.88,166.36873930118801,443.9899999999999,0.8118119670064435,1.2318123415789248
2021-07-07,975.6066666666666,23414.559999999998,1240.15,726.45,186.68205893319325,513.7,0.7866844064562081,1.2711577753329555
2021-07-08,1019.3645833333334,24464.75,1291.63,751.15,202.26677474324902,540.4800000000001,0.7892078871916364,1.267093266843111
2021-07-09,953.0445833333333,22873.07,1151.82,753.04,143.06447685903473,398.78,0.8274249304000046,1.2085688541153417
2021-07-10,934.7804166666666,22434.73,1148.71,727.09,159.61000095284336,421.62,0.813765368688935,1.2288554397579112
2021-07-11,890.2645833333335,21366.350000000002,1120.99,675.94,155.78983856406953,445.04999999999995,0.7941770964355913,1.259164995425049
2021-07-12,904.9345833333335,21718.430000000004,1153.99,659.62,182.36083732842204,494.37,0.784178877922108,1.275219249273543
2021-07-13,951.6954166666668,22840.690000000002,1227.56,692.71,199.0321887879744,534.8499999999999,0.7752740531352169,1.28986646200268
2021-07-14,962.9587500000002,23111.010000000006,1222.59,709.73,185.7883096035003,512.8599999999999,0.7876383333742304,1.2696182468875221
2021-07-15,980.1795833333332,23524.309999999998,1229.28,744.99,176.03338926067818,484.28999999999996,0.7973607179270249,1.2541375283695888
2021-07-16,948.6504166666665,22767.609999999997,1150.43,766.09,128.87597619009244,384.34000000000003,0.8246050752037642,1.2127017284642527
2021-07-17,949.5520833333334,22789.25,1197.39,727.71,167.50192120842823,469.68000000000006,0.7930182174006241,1.2610050791491603
2021-07-18,941.1712499999999,22588.109999999997,1193.38,712.26,181.05115427300362,481.1200000000001,0.7886601501617253,1.267973283289306
2021-07-19,900.5470833333333,21613.129999999997,1076.58,720.73,123.4722792504338,355.8499999999999,0.836488773090094,1.1954733071979857
2021-07-20,899.504166666667,21588.100000000006,1126.35,683.26,161.279407184811,443.0899999999999,0.7986009381334994,1.2521898638601818
2021-07-21,899.2866666666667,21582.88,1145.52,666.53,174.3053020886969,478.99,0.7850466745815584,1.2738096120628941
2021-07-22,943.2783333333335,22638.680000000004,1212.16,688.72,198.19947667343422,523.44,0.7781797232488562,1.2850501884385483
2021-07-23,986.2504166666666,23670.01,1222.36,749.9,175.24446865870263,472.4599999999999,0.8068412060822235,1.2394012507810517
2021-07-24,1008.6254166666668,24207.010000000002,1269.35,755.24,188.88827493657325,514.1099999999999,0.7945999264715538,1.2584949566262003
2021-07-25,1029.41125,24705.870000000003,1321.93,745.44,211.48400517815915,576.49,0.778718426845597,1.284161213509178
2021-07-26,1060.6058333333333,25454.54,1351.45,781.57,214.14543061071666,569.88,0.7847910269217013,1.2742245587624055
2021-07-27,1084.145416666667,26019.490000000005,1345.43,844.9,179.64506801103232,500.5300000000001,0.8057984560078688,1.2410051080939708
2021-07-28,1074.5912499999997,25790.189999999995,1366.85,793.04,215.1519012700299,573.81,0.7861808172074476,1.2719720172670308
2021-07-29,1085.9058333333335,26061.74,1356.59,818.56,200.58191508743988,538.03,0.8004672254206013,1.249270386397838
2021-07-30,1093.3312499999997,26239.949999999993,1365.1,817.05,206.05529150992245,548.05,0.8009165995165188,1.248569452304597
2021-07-31,1072.8479166666666,25748.35,1346.69,806.64,196.7425632643299,540.0500000000001,0.7966554416136353,1.2552478119957202
2021-08-01,934.4391666666667,22426.54,1074.01,782.28,100.16923943861282,291.73,0.8700469890100341,1.1493632098397701
2021-08-02,907.5820833333332,21781.969999999998,1103.95,723.53,134.62956736361627,380.4200000000001,0.8221224542174312,1.2163638091504123
2021-08-03,919.8420833333334,22076.210000000003,1163.63,700.52,169.93669460635007,463.1100000000001,0.7904936133765315,1.265032358362237
2021-08-04,944.3654166666665,22664.769999999997,1181.43,710.68,176.52543947665885,470.7500000000001,0.7993409822559665,1.2510305641751496
2021-08-05,926.645,22239.48,1154.79,735.46,141.3590434504188,419.3299999999999,0.8024359407338131,1.246205396888776
2021-08-06,979.3970833333333,23505.53,1272.95,716.5,207.96455852901155,556.45,0.7693916362255652,1.2997281916212908
2021-08-07,1010.5025000000002,24252.060000000005,1267.07,769.3,186.74444407659968,497.77,0.7975111872272251,1.2539009057374917
2021-08-08,1036.287916666667,24870.910000000003,1296.2,793.64,181.59801952518924,502.56000000000006,0.7994814971969347,1.2508106860585315
2021-08-09,1114.3183333333334,26743.640000000003,1384.73,856.35,196.1320223209615,528.38,0.8047188501248138,1.24267003294989
2021-08-10,1115.5579166666666,26773.39,1366.66,880.96,178.99115528255595,485.70000000000005,0.816265872028644,1.2250910325513504
