date,coast_mean,coast_daily,coast_max,coast_min,coast_std,coast_range,coast_load_factor,coast_peak_ratio
2021-09-04,15817.410416666664,379617.8499999999,19891.23,12027.13,2962.4154969132865,7864.1,0.79519518987346,1.2575528785066352
2021-09-05,16077.898750000006,385869.5700000001,19882.46,12571.02,2606.8036391407577,7311.439999999999,0.8086473580231021,1.2366329897431398
2021-09-06,15573.301249999999,373759.23,19222.25,12765.58,2233.978768867454,6456.67,0.8101705705627592,1.2343079794979246
2021-09-07,15566.717916666661,373601.22999999986,19475.26,12433.31,2453.3532789455458,7041.949999999999,0.7993073220417423,1.251083247236633
2021-09-08,15274.887083333333,366597.29,19615.82,11567.06,2865.995450534147,8048.76,0.7787024495194865,1.2841875617793028
2021-09-09,15593.813750000001,374251.53,19894.78,11847.82,2908.372808388271,8046.959999999999,0.7838143347149353,1.275812339364384
2021-09-10,15106.940000000004,362566.5600000001,18827.26,12174.52,2339.828445950314,6652.739999999998,0.8023971624123747,1.246265623614047
2021-09-11,13957.814166666663,334987.5399999999,17625.8,10813.67,2497.6930986393386,6812.129999999999,0.7918967744253688,1.2627908488775437
2021-09-12,14388.970833333333,345335.3,17620.62,11217.05,2327.7907289436043,6403.57,0.8165984416742053,1.2245920993307085
2021-09-13,13470.3125,323287.5,14510.71,11982.04,833.8923302527417,2528.6699999999983,0.9283014063405581,1.077236329892124
2021-09-14,11971.708333333334,287321.0,13463.66,10177.39,1240.9480452694106,3286.2700000000004,0.8891867689271219,1.1246231218741407
2021-09-15,12918.130833333335,310035.14,14962.9,10611.28,1508.655528420606,4351.619999999999,0.8633440598636183,1.158286767106464
2021-09-16,13389.073750000001,321337.77,15502.38,10822.52,1695.3446933186144,4679.859999999999,0.8636785932224602,1.157838121550417
2021-09-17,14664.983333333332,351959.6,18286.42,11276.39,2441.9118167759757,7010.029999999999,0.8019603253853588,1.2469444788549595
2021-09-18,14413.826666666666,345931.83999999997,17361.59,11516.88,2187.392868408032,5844.710000000001,0.8302135153903915,1.2045094201216056
2021-09-19,14605.909999999998,350541.83999999997,18383.5,11235.49,2706.3652240950973,7148.01,0.794511926455789,1.2586343473292663
2021-09-20,16205.23083333333,388925.5399999999,20101.59,12475.12,2827.4997851272997,7626.469999999999,0.806166618328865,1.2404383625719209
2021-09-21,16564.42375,397546.17000000004,20675.73,13131.59,2702.1964877642276,7544.139999999999,0.8011530306305994,1.2482009825424805
2021-09-22,13490.884166666669,323781.22000000003,15570.72,11264.84,1230.6173249683748,4305.879999999999,0.8664264829543316,1.1541660137051801
2021-09-23,12530.51708333333,300732.4099999999,15473.25,9921.02,1862.7178140473623,5552.23,0.8098180461980082,1.2348452898708193
2021-09-24,12691.362083333333,304592.69,15837.88,10020.26,1939.1908405199167,5817.619999999999,0.801329602404699,1.2479259433310759
2021-09-25,12439.812499999998,298555.49999999994,15764.11,9766.08,2111.7619484650213,5998.030000000001,0.7891224116045877,1.2672305149293852
2021-09-26,12839.904583333331,308157.70999999996,16190.81,10037.88,2281.9485714682323,6152.93,0.7930365795987558,1.2609758814731589
2021-09-27,14398.061666666668,345553.48000000004,17932.31,10999.26,2520.936470988969,6933.050000000001,0.8029117089023482,1.245466953479965
2021-09-28,14004.72625,336113.43,15797.72,12231.35,1209.320706943302,3566.369999999999,0.886503004863993,1.128027761342354
2021-09-29,13635.29,327246.96,16347.21,11283.16,1703.2467862546978,5064.049999999999,0.8341050246494662,1.1988897925896698
2021-09-30,14204.22041666667,340901.2900000001,16549.76,11627.51,1799.091926352024,4922.249999999998,0.858273498628782,1.1651297652760417
2021-10-01,13256.41541666667,318153.9700000001,14375.26,11828.46,807.8404623276381,2546.800000000001,0.92216874106393,1.0844002355211846
2021-10-02,13178.785833333333,316290.86,15529.65,11082.07,1548.5006211673915,4447.58,0.8486209176210239,1.1783824546811121
2021-10-03,13589.224583333335,326141.39,16702.4,10887.18,2176.461673216974,5815.220000000001,0.8136090970958265,1.229091468580544
2021-10-04,13823.261249999998,331758.26999999996,17068.38,11195.95,2083.4633859520345,5872.43,0.8098754099686084,1.234757825328665
2021-10-05,13325.26791666667,319806.43000000005,16658.64,10382.44,2184.2854970108633,6276.199999999999,0.7999013074696776,1.2501542261048344
2021-10-06,13334.649583333334,320031.59,16727.2,10262.77,2282.197016480009,6464.43,0.7971836041497282,1.2544161656041517
2021-10-07,13620.803749999997,326899.2899999999,17480.67,10382.55,2451.4041897669726,7098.119999999999,0.7791923164272306,1.2833802116853787
2021-10-08,13932.61875,334382.85,17788.3,10739.36,2431.272309877409,7048.939999999999,0.783246220830546,1.2767377274283056
2021-10-09,13638.97125,327335.31,17201.79,10782.96,2261.413605838676,6418.830000000002,0.792880929833465,1.2612234225510226
2021-10-10,14333.891666666665,344013.39999999997,17332.99,11232.97,2320.927915596928,6100.020000000002,0.8269716688619022,1.209231268316874
2021-10-11,14325.409583333334,343809.83,17128.28,12489.29,1530.557829856357,4638.989999999998,0.8363600772134351,1.195657262039308
2021-10-12,15318.391666666668,367641.4,18732.32,11932.79,2398.0712870276952,6799.529999999999,0.8177519744840291,1.2228646719330303
2021-10-13,15164.332083333335,363943.97000000003,18437.79,12327.0,2141.707669125533,6110.790000000001,0.8224593122783876,1.2158656179960887
2021-10-14,13676.959166666666,328247.01999999996,15013.88,12063.88,917.0850932493369,2950.0,0.9109543413605721,1.0977498592371076
2021-10-15,14471.100416666668,347306.41000000003,18310.14,11523.43,2297.4370140800456,6786.709999999999,0.7903325925780288,1.2652900935516853
2021-10-16,11017.370833333332,264416.89999999997,12179.93,9816.15,786.6761050577554,2363.7800000000007,0.9045512440000338,1.1055205624148836
2021-10-17,10337.054583333333,248089.30999999997,11678.27,8949.66,1024.5533553572168,2728.6100000000006,0.8851529022135413,1.129748315233736
2021-10-18,11450.697083333333,274816.73,13546.56,9303.13,1422.70213277863,4243.43,0.8452844916593831,1.1830336530094074
2021-10-19,12349.177916666666,296380.26999999996,14874.9,9712.49,1782.9306121395098,5162.41,0.8302024159266056,1.2045255239156103
2021-10-20,13386.334166666667,321272.02,16668.26,10495.19,2098.9781815236474,6173.069999999998,0.8031032733270701,1.2451698719359374
2021-10-21,13643.436249999999,327442.47,16705.58,10864.17,1998.7883037737436,5841.410000000002,0.8166993453684336,1.224440800241948
2021-10-22,13651.493333333334,327635.84,16889.16,10643.31,2139.909398890049,6245.85,0.8082991299350195,1.2371657508531422
2021-10-23,12879.512916666667,309108.31,14715.44,11177.84,1233.7394828466022,3537.6000000000004,0.8752380436240211,1.1425463132971094
2021-10-24,13277.946249999999,318670.70999999996,16547.46,10427.23,2255.7378840613715,6120.23,0.8024159750197312,1.2462364049711379
2021-10-25,14646.402083333329,351513.6499999999,18480.49,11583.6,2375.7048603162502,6896.890000000001,0.7925332111504255,1.2617767759516598
2021-10-26,14160.376666666665,339849.04,16261.32,11720.61,1580.1364134388402,4540.709999999999,0.8708011813719099,1.1483677576373323
2021-10-27,12630.133750000006,303123.21000000014,13819.81,10462.71,808.3006429692213,3357.1000000000004,0.9139151515107665,1.0941934799384045
