date,location,precipitation,t_precipitation,wind_speed,t_wind_speed,snowfall,t_snowfall,max_temp,min_temp
2021-01-01,DALLAS,0.3,false,6.3,false,0.0,false,4.4,1.7
2021-01-02,DALLAS,0.0,false,3.5,false,0.0,false,13.3,2.2
2021-01-03,DALLAS,0.0,false,4.4,false,0.0,false,18.3,2.2
2021-01-04,DALLAS,0.0,false,2.2,false,0.0,false,18.3,1.1
2021-01-05,DALLAS,0.0,false,3.7,false,0.0,false,18.9,2.2
2021-01-06,DALLAS,0.0,true,7.4,false,0.0,false,15.6,7.8
2021-01-07,DALLAS,0.3,false,7.2,false,0.0,false,8.9,6.1
2021-01-08,DALLAS,0.0,false,4.0,false,0.0,false,10.0,0.6
2021-01-09,DALLAS,0.0,false,2.5,false,0.0,false,9.4,-1.6
2021-01-10,DALLAS,3.0,false,3.9,false,0.0,true,3.9,0.6
2021-01-11,DALLAS,0.0,false,3.0,false,0.0,false,8.9,0.0
2021-01-12,DALLAS,0.0,false,3.0,false,0.0,false,11.7,-2.7
2021-01-13,DALLAS,0.0,false,4.8,false,0.0,false,17.8,-0.5
2021-01-14,DALLAS,0.0,false,6.7,false,0.0,false,17.8,1.1
2021-01-15,DALLAS,0.0,false,8.4,false,0.0,false,11.7,5.6
2021-01-16,DALLAS,0.0,false,3.4,false,0.0,false,13.9,1.1
2021-01-17,DALLAS,0.0,false,3.8,false,0.0,false,15.6,3.3
2021-01-18,DALLAS,0.0,false,4.1,false,0.0,false,20.0,0.6
2021-01-19,DALLAS,0.3,false,6.0,false,0.0,false,15.6,10.0
2021-01-20,DALLAS,10.7,false,2.3,false,0.0,false,10.0,6.1
2021-01-21,DALLAS,1.0,false,2.0,false,0.0,false,12.2,7.2
2021-01-22,DALLAS,0.0,true,2.9,false,0.0,false,11.1,7.2
2021-01-23,DALLAS,0.3,false,3.5,false,0.0,false,11.1,8.9
2021-01-24,DALLAS,2.5,false,3.0,false,0.0,false,17.2,10.6
2021-01-25,DALLAS,0.5,false,5.7,false,0.0,false,20.0,9.4
2021-01-26,DALLAS,0.0,true,5.1,false,0.0,false,13.3,2.8
2021-01-27,DALLAS,0.0,true,4.9,false,0.0,false,10.0,0.6
2021-01-28,DALLAS,0.0,false,2.5,false,0.0,false,9.4,-2.7
2021-01-29,DALLAS,0.0,false,5.1,false,0.0,false,16.7,1.1
2021-01-30,DALLAS,2.8,false,8.8,false,0.0,false,23.9,12.2
2021-01-31,DALLAS,0.0,false,7.7,false,0.0,false,14.4,5.0
2021-02-01,DALLAS,0.0,false,3.2,false,0.0,false,15.0,1.1
2021-02-02,DALLAS,0.0,false,3.6,false,0.0,false,17.8,3.9
2021-02-03,DALLAS,0.0,false,6.7,false,0.0,false,22.2,3.9
2021-02-04,DALLAS,0.0,false,7.2,false,0.0,false,17.8,6.7
2021-02-05,DALLAS,0.0,false,2.7,false,0.0,false,14.4,2.8
2021-02-06,DALLAS,0.0,false,5.2,false,0.0,false,15.0,3.3
2021-02-07,DALLAS,0.0,false,4.1,false,0.0,false,13.9,1.7
2021-02-08,DALLAS,0.3,false,6.2,false,0.0,false,19.4,3.9
2021-02-09,DALLAS,0.0,true,5.5,false,0.0,false,3.9,-1.0
2021-02-10,DALLAS,0.0,true,6.1,false,0.0,false,-0.5,-2.1
2021-02-11,DALLAS,0.0,true,6.8,false,0.0,false,-1.6,-4.3
2021-02-12,DALLAS,0.0,true,6.9,false,0.0,true,-3.2,-6.0
2021-02-13,DALLAS,0.0,true,6.9,false,0.0,false,0.6,-6.6
2021-02-14,DALLAS,3.6,false,8.2,false,102.0,false,-5.5,-12.7
2021-02-15,DALLAS,1.3,false,8.2,false,0.0,true,-9.9,-15.5
2021-02-16,DALLAS,0.5,false,3.0,false,0.0,true,-7.7,-18.8
2021-02-17,DALLAS,4.1,false,4.0,false,25.0,false,-2.7,-7.7
2021-02-18,DALLAS,0.0,false,6.5,false,0.0,false,-0.5,-5.5
2021-02-19,DALLAS,0.0,false,2.9,false,0.0,false,4.4,-9.3
2021-02-20,DALLAS,0.0,false,4.8,false,0.0,false,13.3,-5.5
2021-02-21,DALLAS,0.0,false,7.2,false,0.0,false,23.3,6.7
2021-02-22,DALLAS,0.0,false,3.2,false,0.0,false,21.7,1.1
2021-02-23,DALLAS,0.0,false,7.2,false,0.0,false,27.2,5.6
2021-02-24,DALLAS,0.0,false,6.2,false,0.0,false,22.2,10.6
2021-02-25,DALLAS,17.5,false,5.1,false,0.0,false,11.7,7.2
2021-02-26,DALLAS,26.7,false,2.2,false,0.0,false,13.9,7.8
2021-02-27,DALLAS,0.3,false,3.7,false,0.0,false,21.7,10.0
2021-02-28,DALLAS,2.3,false,6.0,false,0.0,false,25.0,10.6
2021-03-01,DALLAS,4.8,false,4.9,false,0.0,false,15.0,6.1
2021-03-02,DALLAS,0.0,false,1.7,false,0.0,false,17.2,3.9
2021-03-03,DALLAS,0.0,false,3.4,false,0.0,false,21.1,2.2
2021-03-04,DALLAS,0.0,false,5.2,false,0.0,false,23.3,7.8
2021-03-05,DALLAS,0.0,false,5.6,false,0.0,false,21.7,10.0
2021-03-06,DALLAS,0.0,false,3.5,false,0.0,false,18.3,5.6
2021-03-07,DALLAS,0.0,false,3.5,false,0.0,false,20.0,6.7
2021-03-08,DALLAS,0.0,false,4.9,false,0.0,false,21.7,6.1
2021-03-09,DALLAS,0.0,true,8.1,false,0.0,false,21.7,13.3
2021-03-10,DALLAS,0.0,false,9.2,false,0.0,false,24.4,16.7
2021-03-11,DALLAS,0.0,false,7.7,false,0.0,false,25.0,20.0
2021-03-12,DALLAS,0.0,true,6.5,false,0.0,false,26.1,19.4
2021-03-13,DALLAS,0.0,true,7.2,false,0.0,false,26.1,18.9
